"day","pm25","season","risk"
236,4.46387094155807,"summer","good"
237,13.5365968930182,"summer","moderate"
238,18.3518592393957,"summer","moderate"
239,17.594434753291,"summer","moderate"
240,8.74770810356199,"summer","good"
241,8.69102423316799,"summer","good"
242,10.9824102532571,"summer","good"
243,26.9684853587708,"summer","moderate"
244,5.90157103467404,"summer","good"
245,13.5675872449584,"summer","moderate"
246,30.2188945734314,"summer","moderate"
247,14.1922009173695,"summer","moderate"
248,4.12127436942885,"summer","good"
249,9.6818445178075,"summer","good"
250,18.883679831239,"summer","moderate"
251,11.9951770266418,"summer","good"
252,10.5049890916017,"summer","good"
253,12.2486621269723,"summer","moderate"
254,15.7239731771138,"summer","moderate"
255,27.7880701691666,"summer","moderate"
256,14.2914791028889,"summer","moderate"
257,23.6463959692121,"summer","moderate"
258,20.0460329252045,"summer","moderate"
259,14.0908808359509,"summer","moderate"
260,2.73678397687521,"summer","good"
261,10.8310614595798,"summer","good"
262,11.0810363748922,"summer","good"
263,15.3772354620922,"summer","moderate"
264,25.4015894213346,"summer","moderate"
265,33.3446317906487,"summer","moderate"
266,27.3806484718702,"summer","moderate"
267,13.9347922853684,"summer","moderate"
268,0.947780835538902,"summer","good"
269,11.8897610874261,"summer","good"
270,15.7136577845864,"summer","moderate"
271,21.7601040325395,"fall","moderate"
272,22.7002237478742,"fall","moderate"
273,20.4744754353317,"fall","moderate"
274,3.83780520160426,"fall","good"
275,21.7971443650668,"fall","moderate"
276,11.4275422685822,"fall","good"
277,16.39842160129,"fall","moderate"
278,15.5964094173899,"fall","moderate"
279,18.425334119764,"fall","moderate"
280,15.1973998626091,"fall","moderate"
281,1.6601992193147,"fall","good"
282,20.8919677181875,"fall","moderate"
283,18.0882125467974,"fall","moderate"
284,12.8747869977742,"fall","moderate"
285,15.9451560883734,"fall","moderate"
286,16.0723091629477,"fall","moderate"
287,16.768155748488,"fall","moderate"
288,28.1267693278199,"fall","moderate"
289,13.2475969685322,"fall","moderate"
290,16.3445230710773,"fall","moderate"
291,24.3470709845527,"fall","moderate"
292,23.4334481870154,"fall","moderate"
293,24.1621048830429,"fall","moderate"
294,10.3802559915235,"fall","good"
295,31.0198618423426,"fall","moderate"
296,15.5336069674415,"fall","moderate"
297,29.9348147576549,"fall","moderate"
298,4.19277851175431,"fall","good"
299,15.1678686908339,"fall","moderate"
300,24.9993165677537,"fall","moderate"
301,9.27806250221763,"fall","good"
302,8.97848825425806,"fall","good"
303,7.49169037114485,"fall","good"
304,6.57989376529011,"fall","good"
305,11.5027237345568,"fall","good"
306,17.6494333836719,"fall","moderate"
307,0,"fall","good"
308,16.6958434669783,"fall","moderate"
309,24.8934003713326,"fall","moderate"
310,31.3005921459235,"fall","moderate"
311,25.4094079376047,"fall","moderate"
312,21.0541981103677,"fall","moderate"
313,1.18615680708536,"fall","good"
314,10.1879463359457,"fall","good"
315,12.1836283473391,"fall","moderate"
316,20.6281912220552,"fall","moderate"
317,14.1546293279698,"fall","moderate"
318,4.93081097551863,"fall","good"
319,28.4754856647529,"fall","moderate"
320,22.2911303343677,"fall","moderate"
321,16.8994421799282,"fall","moderate"
322,24.7448688826065,"fall","moderate"
323,4.28980570212022,"fall","good"
324,20.2865623823184,"fall","moderate"
325,10.8167009894926,"fall","good"
326,20.4699641748057,"fall","moderate"
327,14.5134243627194,"fall","moderate"
328,20.0636857042516,"fall","moderate"
329,25.6841409204751,"fall","moderate"
330,15.0583207225352,"fall","moderate"
331,23.1404690956167,"fall","moderate"
332,5.49252771881617,"fall","good"
333,9.22716447651188,"fall","good"
334,27.1537416911054,"fall","moderate"
335,18.0191037841914,"fall","moderate"
336,0,"fall","good"
337,4.087700383341,"fall","good"
338,13.393751875287,"fall","moderate"
339,21.9262352346759,"fall","moderate"
340,14.1849339542782,"fall","moderate"
341,19.9934997761652,"fall","moderate"
342,22.6720430223026,"fall","moderate"
343,28.3684386309035,"fall","moderate"
344,15.4481338661997,"fall","moderate"
345,14.5841447505528,"fall","moderate"
346,0.974101126861845,"fall","good"
347,15.7946207527026,"fall","moderate"
348,10.4251995368355,"fall","good"
349,7.20792333756727,"fall","good"
350,13.5607501516197,"fall","moderate"
351,23.1195453819493,"fall","moderate"
352,0,"fall","good"
353,11.5817657023566,"fall","good"
354,15.9330982686617,"fall","moderate"
355,7.85433943956038,"fall","good"
356,17.6712235399938,"fall","moderate"
357,18.2914393649258,"fall","moderate"
358,14.7357107257921,"fall","moderate"
359,0,"fall","good"
360,35.5716651669331,"fall","unhealthy"
361,13.3576059402544,"fall","moderate"
362,20.2095462527014,"fall","moderate"
363,17.1901319282924,"fall","moderate"
364,23.1973858785468,"fall","moderate"
365,21.5412755709927,"fall","moderate"
