"","day","pm25","season","risk"
"132",132,18.6120324246337,"spring",NA
"133",133,15.3298633759435,"spring",NA
"134",134,11.620025341283,"spring",NA
"135",135,0,"spring",NA
"136",136,24.0506977073134,"spring",NA
"137",137,3.31487943260142,"spring",NA
"138",138,20.9195800870187,"spring",NA
"139",139,30.2728285537399,"spring",NA
"140",140,3.44885471222561,"spring",NA
"141",141,20.6142746829977,"spring",NA
"142",142,12.9024200847803,"spring",NA
"143",143,2.4228467268361,"spring",NA
"144",144,2.88265876974599,"spring",NA
"145",145,2.18771061140325,"spring",NA
"146",146,10.7527478226376,"spring",NA
"147",147,3.3059553200328,"spring",NA
"148",148,20.5033341838066,"spring",NA
"149",149,31.8008715242054,"spring",NA
"150",150,4.70375619171857,"spring",NA
"151",151,21.3019107798014,"spring",NA
"152",152,21.1523379280073,"spring",NA
"153",153,17.6576206316009,"spring",NA
"154",154,6.93298713378394,"spring",NA
"155",155,14.0443791469547,"spring",NA
"156",156,12.756837318638,"spring",NA
"157",157,19.5039162657638,"spring",NA
"158",158,12.0204899511694,"spring",NA
"159",159,22.815787093485,"spring",NA
"160",160,12.0033531378639,"spring",NA
"161",161,23.4216917246347,"spring",NA
"162",162,6.60658394667147,"spring",NA
"163",163,4.9187580419351,"spring",NA
"164",164,40.9283194795392,"spring",NA
"165",165,11.6651392947165,"spring",NA
"166",166,17.3858207323257,"spring",NA
"167",167,20.0925573922708,"spring",NA
"168",168,11.1297549943301,"spring",NA
"169",169,19.1348963545089,"spring",NA
"170",170,17.9517162190807,"spring",NA
"171",171,13.2769559388665,"spring",NA
"172",172,15.5223442682025,"spring",NA
"173",173,14.7274619700923,"spring",NA
"174",174,32.0276151921294,"spring",NA
"175",175,9.06931122981737,"spring",NA
"176",176,6.23202986340269,"spring",NA
"177",177,15.3023071933686,"spring",NA
"178",178,17.4838459955451,"spring",NA
"179",179,18.4921878312815,"spring",NA
"180",180,11.3330773383112,"spring",NA
"181",181,6.49339092823047,"summer",NA
"182",182,25.1054814087159,"summer",NA
"183",183,12.2027968963716,"summer",NA
"184",184,8.075897098773,"summer",NA
"185",185,13.1097634484712,"summer",NA
"186",186,13.4225928452116,"summer",NA
"187",187,23.8793623177091,"summer",NA
"188",188,15.6778983375776,"summer",NA
"189",189,21.0324302814762,"summer",NA
"190",190,11.0056638626219,"summer",NA
"191",191,16.7155624766528,"summer",NA
"192",192,12.4025127080733,"summer",NA
"193",193,15.7566682253886,"summer",NA
"194",194,7.83709313617967,"summer",NA
"195",195,4.51358773337622,"summer",NA
"196",196,30.9777070779837,"summer",NA
"197",197,19.8056705893793,"summer",NA
"198",198,4.98982910700045,"summer",NA
"199",199,10.1106726665566,"summer",NA
"200",200,5.51615932322152,"summer",NA
"201",201,32.5904827910698,"summer",NA
"202",202,25.4993038114681,"summer",NA
"203",203,12.8788395464292,"summer",NA
"204",204,19.3455524738567,"summer",NA
"205",205,11.6852804166491,"summer",NA
"206",206,11.1900248430754,"summer",NA
"207",207,8.69117729719806,"summer",NA
"208",208,10.2430618603239,"summer",NA
"209",209,28.2072597386935,"summer",NA
"210",210,14.5677749993165,"summer",NA
"211",211,15.9539618914207,"summer",NA
"212",212,16.9494994367927,"summer",NA
"213",213,24.8598070278827,"summer",NA
"214",214,10.8714893524418,"summer",NA
"215",215,7.0599427968637,"summer",NA
"216",216,28.4055754592255,"summer",NA
"217",217,11.4706942647577,"summer",NA
"218",218,9.21547224048101,"summer",NA
"219",219,5.10981504893366,"summer",NA
"220",220,4.72227422145763,"summer",NA
"221",221,10.4082121656161,"summer",NA
"222",222,19.9438865373322,"summer",NA
"223",223,23.8787851114377,"summer",NA
"224",224,20.6607068306847,"summer",NA
"225",225,12.090741623238,"summer",NA
"226",226,15.4779994990768,"summer",NA
"227",227,9.36322829055944,"summer",NA
"228",228,9.26225470740792,"summer",NA
"229",229,22.0772039918154,"summer",NA
"230",230,6.87525937117164,"summer",NA
"231",231,30.6423517239397,"summer",NA
"232",232,14.2774432482732,"summer",NA
"233",233,16.7163106130337,"summer",NA
"234",234,9.09177836208341,"summer",NA
"235",235,10.4048904818938,"summer",NA
"236",236,4.46387094155807,"summer",NA
"237",237,13.5365968930182,"summer",NA
"238",238,18.3518592393957,"summer",NA
"239",239,17.594434753291,"summer",NA
"240",240,8.74770810356199,"summer",NA
"241",241,8.69102423316799,"summer",NA
"242",242,10.9824102532571,"summer",NA
"243",243,26.9684853587708,"summer",NA
"244",244,5.90157103467404,"summer",NA
"245",245,13.5675872449584,"summer",NA
"246",246,30.2188945734314,"summer",NA
"247",247,14.1922009173695,"summer",NA
"248",248,4.12127436942885,"summer",NA
"249",249,9.6818445178075,"summer",NA
"250",250,18.883679831239,"summer",NA
"251",251,11.9951770266418,"summer",NA
"252",252,10.5049890916017,"summer",NA
"253",253,12.2486621269723,"summer",NA
"254",254,15.7239731771138,"summer",NA
"255",255,27.7880701691666,"summer",NA
"256",256,14.2914791028889,"summer",NA
"257",257,23.6463959692121,"summer",NA
"258",258,20.0460329252045,"summer",NA
"259",259,14.0908808359509,"summer",NA
"260",260,2.73678397687521,"summer",NA
"261",261,10.8310614595798,"summer",NA
"262",262,11.0810363748922,"summer",NA
"263",263,15.3772354620922,"summer",NA
"264",264,25.4015894213346,"summer",NA
"265",265,33.3446317906487,"summer",NA
"266",266,27.3806484718702,"summer",NA
"267",267,13.9347922853684,"summer",NA
"268",268,0.947780835538902,"summer",NA
"269",269,11.8897610874261,"summer",NA
"270",270,15.7136577845864,"summer",NA
"271",271,21.7601040325395,"fall",NA
"272",272,22.7002237478742,"fall",NA
"273",273,20.4744754353317,"fall",NA
"274",274,3.83780520160426,"fall",NA
"275",275,21.7971443650668,"fall",NA
"276",276,11.4275422685822,"fall",NA
"277",277,16.39842160129,"fall",NA
"278",278,15.5964094173899,"fall",NA
"279",279,18.425334119764,"fall",NA
"280",280,15.1973998626091,"fall",NA
"281",281,1.6601992193147,"fall",NA
"282",282,20.8919677181875,"fall",NA
"283",283,18.0882125467974,"fall",NA
"284",284,12.8747869977742,"fall",NA
"285",285,15.9451560883734,"fall",NA
"286",286,16.0723091629477,"fall",NA
"287",287,16.768155748488,"fall",NA
"288",288,28.1267693278199,"fall",NA
"289",289,13.2475969685322,"fall",NA
"290",290,16.3445230710773,"fall",NA
"291",291,24.3470709845527,"fall",NA
"292",292,23.4334481870154,"fall",NA
"293",293,24.1621048830429,"fall",NA
"294",294,10.3802559915235,"fall",NA
"295",295,31.0198618423426,"fall",NA
"296",296,15.5336069674415,"fall",NA
"297",297,29.9348147576549,"fall",NA
"298",298,4.19277851175431,"fall",NA
"299",299,15.1678686908339,"fall",NA
"300",300,24.9993165677537,"fall",NA
"301",301,9.27806250221763,"fall",NA
"302",302,8.97848825425806,"fall",NA
"303",303,7.49169037114485,"fall",NA
"304",304,6.57989376529011,"fall",NA
"305",305,11.5027237345568,"fall",NA
"306",306,17.6494333836719,"fall",NA
"307",307,0,"fall",NA
"308",308,16.6958434669783,"fall",NA
"309",309,24.8934003713326,"fall",NA
"310",310,31.3005921459235,"fall",NA
"311",311,25.4094079376047,"fall",NA
"312",312,21.0541981103677,"fall",NA
"313",313,1.18615680708536,"fall",NA
"314",314,10.1879463359457,"fall",NA
"315",315,12.1836283473391,"fall",NA
"316",316,20.6281912220552,"fall",NA
"317",317,14.1546293279698,"fall",NA
"318",318,4.93081097551863,"fall",NA
"319",319,28.4754856647529,"fall",NA
"320",320,22.2911303343677,"fall",NA
"321",321,16.8994421799282,"fall",NA
"322",322,24.7448688826065,"fall",NA
"323",323,4.28980570212022,"fall",NA
"324",324,20.2865623823184,"fall",NA
"325",325,10.8167009894926,"fall",NA
"326",326,20.4699641748057,"fall",NA
"327",327,14.5134243627194,"fall",NA
"328",328,20.0636857042516,"fall",NA
"329",329,25.6841409204751,"fall",NA
"330",330,15.0583207225352,"fall",NA
"331",331,23.1404690956167,"fall",NA
"332",332,5.49252771881617,"fall",NA
"333",333,9.22716447651188,"fall",NA
"334",334,27.1537416911054,"fall",NA
"335",335,18.0191037841914,"fall",NA
"336",336,0,"fall",NA
"337",337,4.087700383341,"fall",NA
"338",338,13.393751875287,"fall",NA
"339",339,21.9262352346759,"fall",NA
"340",340,14.1849339542782,"fall",NA
"341",341,19.9934997761652,"fall",NA
"342",342,22.6720430223026,"fall",NA
"343",343,28.3684386309035,"fall",NA
"344",344,15.4481338661997,"fall",NA
"345",345,14.5841447505528,"fall",NA
"346",346,0.974101126861845,"fall",NA
"347",347,15.7946207527026,"fall",NA
"348",348,10.4251995368355,"fall",NA
"349",349,7.20792333756727,"fall",NA
"350",350,13.5607501516197,"fall",NA
"351",351,23.1195453819493,"fall",NA
"352",352,0,"fall",NA
"353",353,11.5817657023566,"fall",NA
"354",354,15.9330982686617,"fall",NA
"355",355,7.85433943956038,"fall",NA
"356",356,17.6712235399938,"fall",NA
"357",357,18.2914393649258,"fall",NA
"358",358,14.7357107257921,"fall",NA
"359",359,0,"fall",NA
"360",360,35.5716651669331,"fall",NA
"361",361,13.3576059402544,"fall",NA
"362",362,20.2095462527014,"fall",NA
"363",363,17.1901319282924,"fall",NA
"364",364,23.1973858785468,"fall",NA
"365",365,21.5412755709927,"fall",NA
